Item Number	Category Name	Item Description	Vendor	Vendor Name	Bottle Volume (ml)	Pack	Inner Pack	Age	Proof	List Date	UPC	SCC	State Bottle Cost	State Case Cost	State Bottle Retail	Report Date
26591	Temporary & Specialty Packages	Bad Sweater Holiday Spiced Whiskey	606	Savage & Cooke / Santa Croce LLC	750	6	1	5	80	11/01/2021	82184038727	10850002707042	22.00	132.00	33.00	10/01/2022
26606	Tennessee Whiskies	George Dickel #8	260	DIAGEO AMERICAS	750	12	1	0	80	04/01/2017	88076006430	10810879021740	11.00	132.00	16.50	10/01/2022
266	Temporary & Specialty Packages	Patron Silver Special Tin	035	BACARDI USA INC	750	12	1	0	80	11/01/2022	721733504688	10810020890034	28.00	336.00	42.00	10/01/2022
26611	Temporary & Specialty Packages	Jeffersons Rye Cognac	370	PERNOD RICARD USA	750	6	1	0	94	02/01/2022	814794011346	10855810007087	39.98	239.88	59.97	10/01/2022
26614	Single Malt Scotch	St George Baller Single Malt Whiskey	448	ST GEORGE SPIRITS INC	750	6	1	0	94	08/01/2021	850826008137	10027724387504	25.00	150.00	37.50	10/01/2022
26625	Blended Whiskies	Redneck Riviera Granny Rich Reserve	775	Bonavita Beverage Group, LLC	750	6	1	0	86	03/01/2022	850424002902	10850029721007	20.00	120.00	30.00	10/01/2022
26652	Whiskey Liqueur	Leadslingers Minuteman Whiskey	100	AIKO IMPORTERS INC	750	6	1	0	90	09/01/2020	757284236303	10850002707042	19.00	114.00	28.50	10/01/2022
26656	Tennessee Whiskies	George Dickel #12	260	DIAGEO AMERICAS	750	12	1	0	90	02/01/1998	721733504688	82000769545	14.49	173.88	21.74	10/01/2022
26613	Iowa Spirits Manufacturers	Foundry Corn Whiskey	566	Foundry Distilling Company, LLC	750	6	1	10	91	10/01/2019	850826008137	10810879021740	40.00	240.00	60.00	10/01/2022
26665	Straight Rye Whiskies	Tin Cup Rye	395	PROXIMO	750	12	1	0	90	04/01/2020	814794011346	20811538018399	13.75	165.00	20.63	10/01/2022
26667	Straight Rye Whiskies	Rabbit Hole Boxergrail Straight Rye Whiskey	370	PERNOD RICARD USA	750	6	1	0	95	06/01/2020	850424002902	10865674000155	24.98	149.88	37.47	10/01/2022
26673	Temporary & Specialty Packages	Spirits of the Apocalypse The Walking Dead Bourbon	260	DIAGEO AMERICAS	750	12	1	0	94	11/01/2019	850424002902	10082000790966	17.49	209.88	26.24	10/01/2022
26697	Straight Rye Whiskies	WhistlePig FarmStock	214	GoAmericaGo Beverages LLC / WhistlePig	750	6	1	3	86	10/01/2021	850001901161	20811538018399	36.50	219.00	54.75	10/01/2022
26661	Straight Rye Whiskies	Nefarious Rye Whiskey	777	Blue Ox Spirits, Inc.	750	6	1	2	86	11/01/2019	854647008321	10850002707042	17.50	105.00	26.25	10/01/2022
26707	Tennessee Whiskies	Uncle Nearest 1884 Small Batch Whiskey	368	Park Street Imports	750	6	1	0	90	10/01/2019	858506004349	10040232379120	26.66	159.96	39.99	10/01/2022
26700	Straight Rye Whiskies	Cody Road Rye Mini	306	Mississippi River Distilling Company LLC	50	10	6	0	80	09/01/2019	850826008168	10855037005569	9.00	90.00	13.50	10/01/2022
26710	Iowa Spirits Manufacturers	Slipknot Iowa Whiskey No. 9	125	CEDAR RIDGE VINEYARDS LL	750	6	1	0	90	06/01/2019	859824001959	10040232379120	21.33	127.98	32.00	10/01/2022
26712	Iowa Spirits Manufacturers	Slipknot Iowa Whiskey No. 9 Reserve	125	CEDAR RIDGE VINEYARDS LL	750	6	1	0	99	06/01/2019	859824001966	10082000790966	41.34	248.04	62.01	10/01/2022
26726	Straight Rye Whiskies	Templeton Rye Maple Cask Finish	255	Infinium Spirits	750	6	1	0	92	09/01/2019	859824001959	20720815921232	17.50	105.00	26.25	10/01/2022
26714	Iowa Spirits Manufacturers	CM Obtainium Light Whiskey	525	Cats Eye Distillery	750	6	1	13	140	06/01/2019	855810007035	10855037005569	33.85	203.10	50.78	10/01/2022
26737	Straight Bourbon Whiskies	Sir Winston Bourbon	578	S&B Farms Distillery	750	6	1	0	93	05/01/2019	856750008243	10855037005569	22.23	133.38	33.35	10/01/2022
26739	Iowa Spirits Manufacturers	Sir Winston White Whiskey - DISCO	578	S&B Farms Distillery	750	6	1	0	80	05/01/2019	859824001959	10856750008226	21.65	129.90	32.48	10/01/2022
26752	Straight Bourbon Whiskies	3-Oaks Distillery Straight Bourbon Whiskey	215	3-Oaks Distillery, LLC	750	6	1	2	90	04/01/2019	742832073059	10856750008226	18.00	108.00	27.00	10/01/2022
26757	Iowa Spirits Manufacturers	Blue Ox American Spirit Whiskey	777	Blue Ox Spirits, Inc.	750	12	1	0	80	04/01/2019	854647008253	10856750008226	5.25	63.00	7.88	10/01/2022
26758	Iowa Spirits Manufacturers	Blue Ox American Spirit Whiskey	777	Blue Ox Spirits, Inc.	1750	6	1	0	80	04/01/2019	854647008246	10082000790966	9.75	58.50	14.63	10/01/2022
26763	Blended Whiskies	Bird Dog Black Cherry Mini	492	WESTERN SPIRITS BEVERAGE	50	5	12	0	80	04/01/2019	854647008253	10812459014418	5.80	29.00	8.70	10/01/2022
26765	Blended Whiskies	Bird Dog Black Cherry	492	WESTERN SPIRITS BEVERAGE	750	6	1	0	80	04/01/2019	854647008253	10812459014401	11.50	69.00	17.25	10/01/2022
26759	Single Malt Scotch	Cedar Ridge Single Malt Whiskey	125	CEDAR RIDGE VINEYARDS LL	200	12	1	0	80	05/01/2019	859824001768	10855037005569	7.50	90.00	11.25	10/01/2022
26771	Straight Bourbon Whiskies	Old Soul Bourbon	786	Bottle Tree Beverage Company LLC / Cathead Distillery	750	6	1	4	90	06/01/2022	851484003243	10850002707042	22.50	135.00	33.75	10/01/2022
26770	Straight Rye Whiskies	Cedar Ridge Malted Rye	125	CEDAR RIDGE VINEYARDS LL	200	12	1	0	86	05/01/2019	812459012912	10059824001349	6.00	72.00	9.00	10/01/2022
26778	Straight Bourbon Whiskies	Conciere Bourbon	803	Levecke Corporation	1000	12	1	0	80	04/01/2020	89105724103	10854781004507	8.17	98.04	12.26	10/01/2022
26780	Straight Rye Whiskies	Woody Creek Distillers Colorado Straight Rye	684	Woody Creek Distillers LLC	750	6	1	4	90	07/01/2021	854647008246	10857561004155	26.00	156.00	39.00	10/01/2022
26777	Iowa Spirits Manufacturers	Blue Ox American Spirit Whiskey Mini	777	Blue Ox Spirits, Inc.	50	1	60	0	80	04/01/2019	812459012912	10854647008212	36.00	36.00	54.00	10/01/2022
26782	Straight Bourbon Whiskies	Woody Creek Distillers Colorado Straight Bourbon Whiskey	684	Woody Creek Distillers LLC	750	6	1	4	90	07/01/2021	857561004295	10854647008212	25.00	150.00	37.50	10/01/2022
26781	Straight Rye Whiskies	Templeton Rye Rare Cask Strength	255	Infinium Spirits	750	6	1	0	114	01/01/2019	720815921030	10854781004507	30.99	185.94	46.49	10/01/2022
26789	Single Barrel Bourbon Whiskies	Steeple Ridge Bourbon Single Barrel	325	Lonely Oak Distillery	750	6	1	0	102	03/01/2020	19962231414	10857561004155	30.00	180.00	45.00	10/01/2022
26787	Iowa Spirits Manufacturers	Green Frog Distillery Straight Corn Whiskey 100prf	549	Green Frog Distillery, LLC	750	6	1	0	100	11/01/2018	859824001768	10853938008085	19.00	114.00	28.50	10/01/2022
26800	Tennessee Whiskies	Jack Daniels 27 Gold DISCO	085	Brown Forman Corp.	750	6	1	0	80	04/01/2019	82184001608	10854781004507	49.98	299.88	74.97	10/01/2022
26806	Iowa Spirits Manufacturers	Green Frog Distillery Barreled Aged Corn Whiskey	549	Green Frog Distillery, LLC	750	6	1	8	96	09/01/2018	853938008040	10853938008085	21.50	129.00	32.25	10/01/2022
26814	Straight Bourbon Whiskies	Steeple Ridge Bourbon	325	Lonely Oak Distillery	750	6	1	0	92	10/01/2019	721733504688	10019962231411	20.00	120.00	30.00	10/01/2022
26820	Tennessee Whiskies	Jack Daniels Old #7 Black Label Flat	085	Brown Forman Corp.	375	24	1	0	80	04/01/1990	82184090503	10854781004507	8.00	192.00	12.00	10/01/2022
26821	Tennessee Whiskies	Jack Daniels Old #7 Black Label Mini	085	Brown Forman Corp.	50	12	10	0	80	11/01/1985	82184000052	10853938008085	11.50	138.00	17.25	10/01/2022
26822	Tennessee Whiskies	Jack Daniels Old #7 Black Label	085	Brown Forman Corp.	100	48	1	0	80	06/01/2006	82184090503	10082184081836	2.33	111.84	3.50	10/01/2022
26823	Tennessee Whiskies	Jack Daniels Old #7 Black Label	085	Brown Forman Corp.	200	48	1	0	80	03/01/1988	82184090527	20811538018399	4.23	203.04	6.35	10/01/2022
26824	Tennessee Whiskies	Jack Daniels Old #7 Black Label Square	085	Brown Forman Corp.	375	24	1	0	80	05/01/1988	82184090510	20811538018399	8.00	192.00	12.00	10/01/2022
26826	Tennessee Whiskies	Jack Daniels Old #7 Black Label	085	Brown Forman Corp.	750	12	1	0	80	11/01/1969	82184090510	82184081693	15.91	190.92	23.87	10/01/2022
26827	Tennessee Whiskies	Jack Daniels Old #7 Black Label	085	Brown Forman Corp.	1000	12	1	0	80	05/01/1984	853938008019	82184081655	20.27	243.24	30.41	10/01/2022
26828	Tennessee Whiskies	Jack Daniels Old #7 Black Label	085	Brown Forman Corp.	1750	6	1	0	80	08/01/1977	853938008019	82184081600	31.72	190.32	47.58	10/01/2022
26842	Blended Whiskies	Bird Dog Blackberry PET	492	WESTERN SPIRITS BEVERAGE	750	6	1	0	80	04/01/2019	853938008019	10812459014241	10.00	60.00	15.00	10/01/2022
26844	Blended Whiskies	Bird Dog Peach PET	492	WESTERN SPIRITS BEVERAGE	750	6	1	0	80	04/01/2019	82184090503	10812459014258	11.50	69.00	17.25	10/01/2022
26815	Iowa Spirits Manufacturers	Green Frog Distillery Caramel Flavored Corn Whiskey	549	Green Frog Distillery, LLC	750	6	1	0	60	09/01/2018	853938008019	10854647008212	19.00	114.00	28.50	10/01/2022
26855	Straight Bourbon Whiskies	Toms Town Double Oaked Bourbon	690	Tom's Town Distilling Co	750	6	1	0	90	08/01/2022	814555020181	10083664873446	23.67	142.02	35.51	10/01/2022
26851	Iowa Spirits Manufacturers	Blue Ox American Spirit Whiskey	777	Blue Ox Spirits, Inc.	1000	12	1	0	80	12/01/2018	82184090503	10854647008205	5.75	69.00	8.63	10/01/2022
26871	Blended Whiskies	Riegers Kansas City Whiskey	564	Jacob Rieger & Company LLC	750	6	1	4	92	08/01/2018	721733504688	10748252169171	19.27	115.62	28.91	10/01/2022
26858	Straight Rye Whiskies	Templeton Rye 4YR	255	Infinium Spirits	375	12	1	4	80	08/01/2018	814555020181	30720815920027	9.99	119.88	14.99	10/01/2022
26906	Tennessee Whiskies	Jack Daniels Single Barrel	085	Brown Forman Corp.	750	6	1	0	94	09/01/1997	82184004036	10082184087005	28.00	168.00	42.00	10/01/2022
26942	Straight Rye Whiskies	Rossville Union Master Crafted Rye Whiskey	434	LUXCO INC	750	6	1	0	94	02/01/2022	82184004036	10862018000277	20.00	120.00	30.00	10/01/2022
26900	Tennessee Whiskies	Jack Daniels Legacy	085	Brown Forman Corp.	750	12	1	0	86	03/01/2021	82184004036	88076151451	16.49	197.88	24.74	10/01/2022
26949	Blended Whiskies	Redneck Riviera Whiskey	775	Bonavita Beverage Group, LLC	750	6	1	0	80	03/01/2022	850424002766	10862018000277	12.00	72.00	18.00	10/01/2022
26966	Tennessee Whiskies	Uncle Nearest 1856 Aged Whiskey	368	Park Street Imports	750	6	1	0	100	05/01/2019	40232555442	30720815920027	29.33	175.98	44.00	10/01/2022
26977	Straight Bourbon Whiskies	Knob Creek Cask Strength Rye DISCO	065	Jim Beam Brands	750	6	1	0	127	01/01/2019	80686016595	30720815920027	35.00	210.00	52.50	10/01/2022
26988	Blended Whiskies	Driftless Glen Rye Whiskey	232	Driftless Glen Distillery	750	6	1	2	96	04/01/2020	858481005331	82184081693	20.00	120.00	30.00	10/01/2022
26944	Temporary & Specialty Packages	Rossville Union Barrel Proof Rye	434	LUXCO INC	750	6	1	0	117	09/01/2022	862018000263	20096749001068	35.00	210.00	52.50	10/01/2022
27012	Temporary & Specialty Packages	FEW Spirits Rye Whiskey	368	Park Street Imports	750	6	1	0	93	09/01/2022	810046140017	20096749001068	22.50	135.00	33.75	10/01/2022
27016	Straight Rye Whiskies	Rittenhouse Rye Whiskey	259	Heaven Hill Brands	750	12	1	0	100	04/01/2020	721733504688	10096749702753	13.50	162.00	20.25	10/01/2022
27022	Straight Rye Whiskies	Bulleit 95 Rye	260	DIAGEO AMERICAS	1750	6	1	0	90	02/01/2018	859824001584	82184081693	28.99	173.94	43.49	10/01/2022
27025	Straight Rye Whiskies	Bulleit 95 Rye	260	DIAGEO AMERICAS	750	12	1	0	90	05/01/2011	850424002766	82000763680	17.49	209.88	26.24	10/01/2022
27026	Straight Rye Whiskies	Bulleit 95 Rye	260	DIAGEO AMERICAS	1000	12	1	0	90	08/01/2016	721733504688	10082000752971	21.49	257.88	32.24	10/01/2022
27014	Straight Rye Whiskies	Cedar Ridge Malted Rye	125	CEDAR RIDGE VINEYARDS LL	750	6	1	2	86	09/01/2014	859824001584	30720815920027	19.67	118.02	29.51	10/01/2022
27037	Straight Rye Whiskies	George Dickel Rye	260	DIAGEO AMERICAS	750	12	1	0	90	01/01/2013	82000759454	30720815920027	14.49	173.88	21.74	10/01/2022
27040	Straight Rye Whiskies	High West Double Rye	115	CONSTELLATION BRANDS INC	750	6	1	2	92	10/01/2015	854396005008	82000763680	21.00	126.00	31.50	10/01/2022
27048	Straight Rye Whiskies	Knob Creek Rye	065	Jim Beam Brands	750	6	1	0	100	07/01/2012	82000759454	10080686016745	21.00	126.00	31.50	10/01/2022
27051	Straight Rye Whiskies	James E Pepper 1776 Straight Rye Whiskey 100prf	886	Georgetown Trading Co. LLC / James Pepper Distilling Co.	750	6	1	0	100	06/01/2020	22099147794	10736211596090	16.33	97.98	24.50	10/01/2022
27056	Straight Rye Whiskies	Jim Beam Rye	065	Jim Beam Brands	750	12	1	4	90	05/01/1988	80686010401	10860003934774	14.00	168.00	21.00	10/01/2022
27060	Straight Rye Whiskies	Michters US*1 Kentucky Straight Single Barrel Rye	287	CHATHAM IMPORTS INC	750	6	1	0	85	06/01/2019	82000759454	40039383005935	24.50	147.00	36.75	10/01/2022
27066	Straight Rye Whiskies	Old Overholt Rye	065	Jim Beam Brands	750	12	1	0	80	07/01/2014	859824001584	10080686436406	11.54	138.48	17.31	10/01/2022
27079	Blended Whiskies	Redemption Rye Whiskey	978	W J Deutsch & Sons LTD	750	12	1	0	92	07/01/2021	31259000695	10857050005076	14.92	179.04	22.38	10/01/2022
27027	Straight Rye Whiskies	Cody Road Rye	306	Mississippi River Distilling Company LLC	750	6	1	0	80	10/01/2012	22099147794	10082000752971	19.17	115.02	28.76	10/01/2022
27100	Straight Rye Whiskies	Sazerac Rye	421	SAZERAC COMPANY  INC	750	6	1	0	90	11/01/2013	88004139940	10857050005076	16.94	101.64	25.41	10/01/2022
27094	Temporary & Specialty Packages	High West Limited Supply Rendezvous Rye	115	CONSTELLATION BRANDS INC	750	6	1	0	92	08/01/2022	854396005022	10080686012334	40.00	240.00	60.00	10/01/2022
27116	Straight Rye Whiskies	Wild Turkey 101 Rye	619	Campari America	750	12	1	4	101	04/01/2021	88004139940	10721059003169	14.50	174.00	21.75	10/01/2022
27102	Straight Rye Whiskies	Templeton Rye 4YR	255	Infinium Spirits	750	6	1	0	80	11/01/2006	720815920101	10080686012334	18.09	108.54	27.14	10/01/2022
27126	Straight Rye Whiskies	Russells Reserve Rye 6YR	619	Campari America	750	6	1	0	90	04/01/2018	721059967501	10860003934774	21.00	126.00	31.50	10/01/2022
27130	Straight Rye Whiskies	Woodford Reserve Rye	085	Brown Forman Corp.	750	6	1	0	90	12/01/2016	854647008253	10081128101593	23.00	138.00	34.50	10/01/2022
27125	Straight Rye Whiskies	Templeton Rye 6YR	255	Infinium Spirits	750	6	1	6	92	07/01/2016	720815920231	10080686012334	22.75	136.50	34.13	10/01/2022
27145	Straight Rye Whiskies	WhistlePig Old World 12YR	214	GoAmericaGo Beverages LLC / WhistlePig	750	6	1	12	86	07/01/2018	720815920231	10851460002250	79.67	478.02	119.51	10/01/2022
27162	Straight Rye Whiskies	Sagamore Spirit Signature Rye Whiskey	634	Sagamore Whiskey, LLC	750	6	1	4	83	04/01/2022	864784000119	10851460002250	19.27	115.62	28.91	10/01/2022
27171	Straight Rye Whiskies	Minor Case Straight Rye	434	LUXCO INC	750	6	1	0	90	11/01/2017	88352131702	10721059003169	20.00	120.00	30.00	10/01/2022
27138	Straight Rye Whiskies	Cody Road Single Barrel Rye	306	Mississippi River Distilling Company LLC	750	6	1	0	92	09/01/2016	855037005104	10721059003169	25.00	150.00	37.50	10/01/2022
27181	Straight Rye Whiskies	Jack Daniels Tennessee Rye	085	Brown Forman Corp.	750	12	1	0	90	10/01/2017	82184003459	10810043690130	15.91	190.92	23.87	10/01/2022
27188	Straight Rye Whiskies	Sagamore Spirit Cask Strength	634	Sagamore Whiskey, LLC	750	6	1	4	112	04/01/2022	864784000164	10860003934774	28.91	173.46	43.37	10/01/2022
27189	Straight Rye Whiskies	Basil Hayden Dark Rye	065	Jim Beam Brands	750	6	1	0	80	12/01/2018	82184003459	10080686012372	23.62	141.72	35.43	10/01/2022
27197	Straight Rye Whiskies	Sagamore Spirit Double Oak	634	Sagamore Whiskey, LLC	750	6	1	6	97	04/01/2022	858232007041	10081128101593	26.84	161.04	40.26	10/01/2022
27203	Straight Rye Whiskies	Limousin Rye Whiskey	305	Mhw LTD	750	6	1	0	92	08/01/2022	819994020006	10087236700376	21.67	130.02	32.51	10/01/2022
27237	Blended Whiskies	Driftless Glen Bourbon	232	Driftless Glen Distillery	750	6	1	0	96	10/01/2017	858481005324	70720815920148	21.67	130.02	32.51	10/01/2022
27245	Straight Bourbon Whiskies	Leadslingers Bourbon	100	AIKO IMPORTERS INC	750	6	1	0	80	12/01/2018	727908999655	82000755357	19.00	114.00	28.50	10/01/2022
27250	Corn Whiskies	Balcones Baby Blue	305	Mhw LTD	750	6	1	0	92	07/01/2021	858232007041	10852757002014	20.00	120.00	30.00	10/01/2022
27175	Straight Rye Whiskies	Templeton Rye 4YR	255	Infinium Spirits	1000	6	1	4	80	08/01/2017	88352131702	70720815920148	21.00	126.00	31.50	10/01/2022
27274	Iowa Spirits Manufacturers	Two Jays Urban Style Light Whiskey	086	BROADBENT VENTURES LLC	375	12	1	0	80	09/01/2016	616932971525	10860003934774	5.84	70.08	8.76	10/01/2022
27289	Iowa Spirits Manufacturers	Iowish Whiskey	306	Mississippi River Distilling Company LLC	750	6	1	0	40	03/01/2016	855037005111	10860003934774	19.17	115.02	28.76	10/01/2022
27318	Iowa Spirits Manufacturers	Two Jays Iowa Corn Whiskey	086	BROADBENT VENTURES LLC	750	12	1	0	80	03/01/2011	82184003459	10720815920108	5.00	60.00	7.50	10/01/2022
27323	Iowa Spirits Manufacturers	Two Jays Country Style Blended Whiskey	086	BROADBENT VENTURES LLC	750	12	1	0	80	08/01/2011	727908999655	10720815920108	5.00	60.00	7.50	10/01/2022
27357	Single Malt Scotch	Cedar Ridge Single Malt Single Barrel Select	125	CEDAR RIDGE VINEYARDS LL	750	6	1	5	80	05/01/2018	859824001652	10720815920108	25.00	150.00	37.50	10/01/2022
27370	Corn Whiskies	American Born Moonshine Apple Pie	342	DV Spirits LLC	750	6	1	0	83	11/01/2014	727908999655	10850192005027	11.50	69.00	17.25	10/01/2022
27369	Straight Bourbon Whiskies	Cedar Ridge Port Cask Finished Bourbon	125	CEDAR RIDGE VINEYARDS LL	750	6	1	2	94	11/01/2016	859824001676	10720815920108	25.50	153.00	38.25	10/01/2022
27392	Straight Bourbon Whiskies	Jim Beam Maple - DISCO	065	Jim Beam Brands	750	12	1	0	70	10/01/2013	88352109787	10080686006180	10.50	126.00	15.75	10/01/2022
27408	Straight Bourbon Whiskies	Jim Beam Honey Mini	065	Jim Beam Brands	50	12	10	0	65	05/01/2016	80686006091	10860003934774	7.00	84.00	10.50	10/01/2022
27409	Straight Bourbon Whiskies	Jim Beam Honey	065	Jim Beam Brands	375	24	1	0	65	05/01/2016	80686006084	10720815920108	5.60	134.40	8.40	10/01/2022
27410	Straight Bourbon Whiskies	Jim Beam Honey	065	Jim Beam Brands	750	12	1	0	65	08/01/2015	858232007041	10080686021497	11.00	132.00	16.50	10/01/2022
27417	Blended Whiskies	Bird Dog Maple	492	WESTERN SPIRITS BEVERAGE	750	6	1	0	80	11/01/2013	727908999655	20812459011735	11.50	69.00	17.25	10/01/2022
27428	Blended Whiskies	Bird Dog Peach Mini	492	WESTERN SPIRITS BEVERAGE	50	5	12	0	80	04/01/2019	80686006091	10812459010694	5.80	29.00	8.70	10/01/2022
27433	Blended Whiskies	Bird Dog Peach	492	WESTERN SPIRITS BEVERAGE	750	6	1	0	80	04/01/2013	812459010659	20812459011735	11.50	69.00	17.25	10/01/2022
27439	American Distilled Spirit Specialty	Tim Smiths Climax Moonshine	208	Prost Beverage Company	750	6	1	0	90	09/01/2014	609788231097	10812459010694	16.00	96.00	24.00	10/01/2022
27453	Whiskey Liqueur	Cinerator Mini	259	Heaven Hill Brands	50	8	15	0	91	11/01/2016	84279004792	10096749000224	6.38	51.04	9.57	10/01/2022
27454	Whiskey Liqueur	Cinerator	259	Heaven Hill Brands	750	12	1	0	91	06/01/2013	96749000210	10096749000224	8.00	96.00	12.00	10/01/2022
27461	Blended Whiskies	Breckenridge Bourbon	079	BRECKENRIDGE DISTILLERY / Double Diamond Distillery LLC	750	6	1	0	86	10/01/2022	853826005007	20096749001068	26.50	159.00	39.75	10/01/2022
27380	Temporary & Specialty Packages	Angels Envy Rye	035	BACARDI USA INC	750	6	1	0	100	10/01/2022	727908999655	10850047003062	44.99	269.94	67.49	10/01/2022
27469	Blended Whiskies	Bird Dog Blackberry Mini	492	WESTERN SPIRITS BEVERAGE	50	5	12	0	80	04/01/2019	812459010659	30812459010025	5.80	29.00	8.70	10/01/2022
27474	Blended Whiskies	Bird Dog Blackberry	492	WESTERN SPIRITS BEVERAGE	750	6	1	0	80	12/01/2010	859824001584	20812459010226	11.50	69.00	17.25	10/01/2022
27464	Iowa Spirits Manufacturers	Cedar Ridge Wheat Whiskey	125	CEDAR RIDGE VINEYARDS LL	750	6	1	0	80	03/01/2014	859824001515	10096749000224	18.67	112.02	28.01	10/01/2022
27476	Single Malt Scotch	Cedar Ridge Single Malt Whiskey DISCO	125	CEDAR RIDGE VINEYARDS LL	750	6	1	5	80	02/01/2013	858232007041	10059824001813	25.00	150.00	37.50	10/01/2022
27479	Straight Bourbon Whiskies	Cody Road Bourbon	306	Mississippi River Distilling Company LLC	750	6	1	0	90	12/01/2011	22099147749	10059824001813	19.17	115.00	28.76	10/01/2022
27544	Blended Whiskies	Red Stag Black Cherry	065	Jim Beam Brands	750	12	1	0	65	08/01/2015	853938008019	10080686001024	11.00	132.00	16.50	10/01/2022
27554	Blended Whiskies	Seagrams 7 Crown Dark Honey	260	DIAGEO AMERICAS	750	12	1	0	80	10/01/2009	82000002543	10096749000224	7.00	84.00	10.50	10/01/2022
27560	Straight Bourbon Whiskies	Stranahans Colorado Whiskey	395	PROXIMO	750	6	1	0	94	09/01/2016	689076854757	30812459010025	29.84	179.04	44.76	10/01/2022
27585	Whiskey Liqueur	Hot Stuff	380	Phillips Beverage	750	12	1	0	70	06/01/2013	853938008019	10087116014210	7.46	89.52	11.19	10/01/2022
27604	Straight Bourbon Whiskies	Knob Creek Smoked Maple	065	Jim Beam Brands	750	6	1	0	90	11/01/2013	853938008019	10080686016790	21.00	126.00	31.50	10/01/2022
27605	Blended Whiskies	Tin Cup	395	PROXIMO	750	12	1	0	84	03/01/2016	811538011877	30812459010025	13.75	165.00	20.63	10/01/2022
27523	Temporary & Specialty Packages	High West Campfire	115	CONSTELLATION BRANDS INC	750	6	1	0	92	09/01/2022	854396005046	10059824001813	40.00	240.00	60.00	10/01/2022
27615	Temporary & Specialty Packages	White Dog Mash #1	421	SAZERAC COMPANY  INC	375	12	1	0	125	09/01/2022	88004004521	10096749000224	9.00	108.00	13.50	10/01/2022
27617	Temporary & Specialty Packages	White Dog Wheat	421	SAZERAC COMPANY  INC	375	12	1	0	114	03/01/2022	859824001584	20088004009476	9.00	108.00	13.50	10/01/2022
27618	Temporary & Specialty Packages	White Dog Straight Rye	421	SAZERAC COMPANY  INC	375	12	1	0	125	03/01/2022	88004009489	10080686016790	9.00	108.00	13.50	10/01/2022
27629	Iowa Spirits Manufacturers	Prairie Fire	154	DUNKEL CORPORATION / Iowa Distilling	750	12	1	0	70	07/01/2013	810043690041	10854781004033	9.09	109.08	13.64	10/01/2022
27632	Iowa Spirits Manufacturers	Cedar Ridge Shorts Whiskey	125	CEDAR RIDGE VINEYARDS LL	750	6	1	0	80	08/01/2013	859824001553	10854781004033	13.83	82.98	20.75	10/01/2022
27680	Blended Whiskies	Jim Beam Kentucky Fire Mini	065	Jim Beam Brands	50	12	10	0	65	05/01/2016	88004009489	10080686021411	7.00	84.00	10.50	10/01/2022
27682	Blended Whiskies	Jim Beam Kentucky Fire	065	Jim Beam Brands	750	12	1	0	65	08/01/2015	80686006381	10096749000224	11.00	132.00	16.50	10/01/2022
27692	Blended Whiskies	Bird Dog Apple Mini	492	WESTERN SPIRITS BEVERAGE	50	5	12	0	80	03/01/2015	812459012912	10854781004033	6.00	30.00	9.00	10/01/2022
27697	Blended Whiskies	Bird Dog Apple	492	WESTERN SPIRITS BEVERAGE	750	6	1	0	80	03/01/2015	812459012875	10096749000224	11.50	69.00	17.25	10/01/2022
27723	Blended Whiskies	Jim Beam Honey	065	Jim Beam Brands	100	48	1	0	65	01/01/2015	80686006510	10854781004033	1.40	67.20	2.10	10/01/2022
27741	Blended Whiskies	Bird Dog Blackberry	492	WESTERN SPIRITS BEVERAGE	1750	6	1	0	80	04/01/2020	88004009489	10080432109363	17.33	103.98	26.00	10/01/2022
27746	Blended Whiskies	Bird Dog Peach	492	WESTERN SPIRITS BEVERAGE	1750	6	1	0	80	04/01/2020	859824000006	20812459010646	17.33	103.98	26.00	10/01/2022
27751	Blended Whiskies	Seagrams 7 Crown Orchard Apple	260	DIAGEO AMERICAS	750	12	1	0	71	11/01/2014	82000767626	10854781004033	7.00	84.00	10.50	10/01/2022
27677	Single Barrel Bourbon Whiskies	Cody Road Single Barrel	306	Mississippi River Distilling Company LLC	750	6	1	0	105	10/01/2014	859824000006	20088004009476	25.00	150.00	37.50	10/01/2022
27773	Whiskey Liqueur	Dr. Blackberry Whiskey Mini	421	SAZERAC COMPANY  INC	50	12	10	0	60	06/01/2022	88004021603	10854781004033	5.00	60.00	7.50	10/01/2022
27774	Whiskey Liqueur	Dr. Blackberry Whiskey	421	SAZERAC COMPANY  INC	750	12	1	0	60	06/01/2022	88004021580	10080432109363	8.68	104.16	13.02	10/01/2022
27777	Whiskey Liqueur	Dr. Honey Whiskey Mini	421	SAZERAC COMPANY  INC	50	12	10	0	60	06/01/2022	859824000006	10088004021563	5.00	60.00	7.50	10/01/2022
27778	Whiskey Liqueur	Dr. Honey Whiskey	421	SAZERAC COMPANY  INC	750	12	1	0	60	06/01/2022	88004021542	82000763680	8.68	104.16	13.02	10/01/2022
27780	Straight Bourbon Whiskies	Jim Beam Apple Mini	065	Jim Beam Brands	50	12	10	0	65	05/01/2016	88004021603	10080686021671	7.00	84.00	10.50	10/01/2022
27781	Straight Bourbon Whiskies	Jim Beam Apple	065	Jim Beam Brands	100	48	1	0	65	10/01/2015	80686006602	10080686021671	1.40	67.20	2.10	10/01/2022
27782	Blended Whiskies	Jim Beam Apple	065	Jim Beam Brands	375	24	1	0	65	05/01/2016	80686006572	82000763680	5.60	134.40	8.40	10/01/2022
