Item Number	Category Name	Item Description	Vendor	Vendor Name	Bottle Volume (ml)	Pack	Inner Pack	Age	Proof	List Date	UPC	SCC	State Bottle Cost	State Case Cost	State Bottle Retail	Report Date
22244	STRAIGHT BOURBON WHISKIES	YELLOWSTONE SELECT	434	LUXCO INC	750	6	1	0	93	07/01/2017	88352130798	10081128101937	20.00	120.00	30.00	10/01/2022
22219	TEMPORARY & SPECIALTY PACKAGES	WOODFORD RESERVE KENTUCKY DERBY 2022	085	BROWN FORMAN CORP.	1000	6	1	0	90	04/01/2022	81128022280	10081128101289	26.49	158.94	39.74	10/01/2022
2226	TEMPORARY & SPECIALTY PACKAGES	CHRISTIAN BROS HOLIDAY NOG	259	HEAVEN HILL BRANDS	1750	6	1	0	20	08/01/2022	86036205619	10081128101937	8.50	51.00	12.75	10/01/2022
22265	TEMPORARY & SPECIALTY PACKAGES	YELLOWSTONE LIMITED EDITION 2020	434	LUXCO INC	750	3	1	7	101	10/01/2020	88352135625	10081128101937	55.00	165.00	82.50	10/01/2022
22271	TEMPORARY & SPECIALTY PACKAGES	YELLOWSTONE LIMITED EDITION 2021	434	LUXCO INC	750	3	1	7	101	08/01/2021	850826008205	10088352136278	57.50	172.50	86.25	10/01/2022
22283	TEMPORARY & SPECIALTY PACKAGES	YELLOWSTONE LIMITED EDITION 2022	434	LUXCO INC	750	3	1	0	101	09/01/2022	88352139142	20096749001068	60.01	180.03	90.02	10/01/2022
22783	BLENDED WHISKIES	BEAMS 8 STAR BL WHISKEY	065	JIM BEAM BRANDS	200	48	1	0	80	04/01/1988	850826008205	10080686022012	1.31	62.88	1.97	10/01/2022
22784	BLENDED WHISKIES	BEAMS 8 STAR BL WHISKEY	065	JIM BEAM BRANDS	375	24	1	0	80	05/01/1985	850826008205	10080686022036	2.09	50.16	3.14	10/01/2022
22786	BLENDED WHISKIES	BEAMS 8 STAR BL WHISKEY	065	JIM BEAM BRANDS	750	12	1	0	80	05/01/1980	850826008205	10080686022401	4.00	48.00	6.00	10/01/2022
22787	BLENDED WHISKIES	BEAMS 8 STAR BL WHISKEY	065	JIM BEAM BRANDS	1000	12	1	0	80	12/01/1987	850826008205	10080686022203	4.69	56.28	7.04	10/01/2022
22788	BLENDED WHISKIES	BEAMS 8 STAR BL WHISKEY	065	JIM BEAM BRANDS	1750	6	1	0	80	11/01/1980	81128022280	10080686022104	8.00	48.00	12.00	10/01/2022
23267	BLENDED WHISKIES	CALVERT EXTRA BLENDED WHISKEY - DISCO	434	LUXCO INC	1000	12	1	0	70	01/01/2021	88352128962	10080660010851	6.88	82.56	10.32	10/01/2022
23268	BLENDED WHISKIES	CALVERT EXTRA BLENDED WHISKEY - DISCO	434	LUXCO INC	1750	6	1	0	70	01/01/2021	88352128979	860002830841	11.02	66.12	16.53	10/01/2022
23277	BLENDED WHISKIES	CALVERT EXTRA BLENDED WHISKEY DISCO	434	LUXCO INC	1000	12	1	0	80	07/01/1985	88352129006	10080686022104	6.88	82.51	10.32	10/01/2022
23278	BLENDED WHISKIES	CALVERT EXTRA BLENDED WHISKEY DISCO	434	LUXCO INC	1750	6	1	0	80	05/01/1977	88352129013	10080686022104	11.02	66.12	16.53	10/01/2022
23366	BLENDED WHISKIES	CONCIERE BLENDED WHISKEY	803	LEVECKE CORPORATION	1000	12	1	0	80	07/01/2020	89105724141	860002830841	8.17	98.04	12.26	10/01/2022
23536	BLENDED WHISKIES	OLD ELK BLENDED STRAIGHT BOURBON	536	OLD ELK DISTILLERIES LLC	750	6	1	4	88	09/01/2020	850826008205	10080686022203	25.00	150.00	37.50	10/01/2022
23626	BLENDED WHISKIES	FIVE STAR PET	297	LAIRD & COMPANY	750	12	1	0	80	07/01/1994	84848220400	860002830841	3.99	47.88	5.99	10/01/2022
23707	BLENDED WHISKIES	FLEISCHMANNS PREFERRED BLENDED WHISKEY	421	SAZERAC COMPANY  INC	1000	12	1	0	80	06/01/2022	82928200236	860002830841	4.40	52.80	6.60	10/01/2022
23708	BLENDED WHISKIES	FLEISCHMANNS WHISKEY	421	SAZERAC COMPANY  INC	1750	6	1	0	80	02/01/1977	82928200212	860002830841	8.50	51.00	12.75	10/01/2022
23823	BLENDED WHISKIES	FIVE STAR	297	LAIRD & COMPANY	200	48	1	0	80	09/01/1996	84848220509	10080686022104	1.31	62.88	1.97	10/01/2022
23824	BLENDED WHISKIES	FIVE STAR	297	LAIRD & COMPANY	375	24	1	0	80	11/01/1986	88352128962	10084848220902	2.09	50.16	3.14	10/01/2022
23826	BLENDED WHISKIES	FIVE STAR	297	LAIRD & COMPANY	750	12	1	0	80	11/01/1972	84848220509	10084848220308	3.99	47.88	5.99	10/01/2022
23827	BLENDED WHISKIES	FIVE STAR	297	LAIRD & COMPANY	1000	12	1	0	80	12/01/1987	84848220202	10084848220308	4.59	55.08	6.89	10/01/2022
23828	BLENDED WHISKIES	FIVE STAR	297	LAIRD & COMPANY	1750	6	1	0	80	05/01/1977	84848220202	10084848220100	8.25	49.50	12.38	10/01/2022
2229	TEMPORARY & SPECIALTY PACKAGES	CHRISTIAN BROS HOLIDAY NOG	259	HEAVEN HILL BRANDS	750	12	1	0	20	08/01/2022	88352135625	10086036205609	4.50	54.00	6.75	10/01/2022
2393	TEMPORARY & SPECIALTY PACKAGES	COURVOISIER VS COGNAC W/2 GLASSES	065	JIM BEAM BRANDS	750	6	1	0	80	10/01/2020	80686961451	10080686001901	18.50	111.00	27.75	10/01/2022
23980	IOWA SPIRITS MANUFACTURERS	GOTCHA BLENDED WHISKEY	229	DEHNER DISTILLERY	750	12	1	0	80	08/01/2020	82928200212	10858506004544	3.50	42.00	5.25	10/01/2022
23981	IOWA SPIRITS MANUFACTURERS	GOTCHA BLENDED WHISKEY	229	DEHNER DISTILLERY	1000	12	1	0	80	08/01/2020	858506004554	10080686001901	4.39	52.68	6.59	10/01/2022
24156	BLENDED WHISKIES	HAWKEYE BLENDED WHISKEY DISCO	434	LUXCO INC	750	12	1	0	80	04/01/1992	88352110127	89540414195	3.50	42.00	5.25	10/01/2022
24157	BLENDED WHISKIES	HAWKEYE BLENDED WHISKEY DISCO	434	LUXCO INC	1000	12	1	0	80	10/01/1989	88352109787	89540414195	4.39	52.67	6.59	10/01/2022
24158	BLENDED WHISKIES	HAWKEYE BLENDED WHISKEY - DISCO	434	LUXCO INC	1750	6	1	0	80	10/01/1989	88352128962	10088352109777	7.62	45.72	11.43	10/01/2022
23982	IOWA SPIRITS MANUFACTURERS	GOTCHA BLENDED WHISKEY	229	DEHNER DISTILLERY	1750	6	1	0	80	08/01/2020	82928200212	10858506004568	7.33	43.98	11.00	10/01/2022
24420	STRAIGHT RYE WHISKIES	THE WISEMAN RYE	277	STOLI GROUP	750	6	1	0	101	02/01/2022	858506004554	10857361007202	25.03	150.18	37.55	10/01/2022
24451	BLENDED WHISKIES	KESSLER BLEND WHISKEY MINI	065	JIM BEAM BRANDS	50	12	10	0	80	05/01/1989	859824001980	10080686042928	5.40	64.80	8.10	10/01/2022
24453	BLENDED WHISKIES	KESSLER BLEND WHISKEY	065	JIM BEAM BRANDS	200	48	1	0	80	04/01/1988	82928200212	10080686042706	1.83	87.84	2.75	10/01/2022
24454	BLENDED WHISKIES	KESSLER BLEND WHISKEY	065	JIM BEAM BRANDS	375	24	1	0	80	04/01/1985	80686042600	1860004432936	3.15	75.60	4.73	10/01/2022
24456	BLENDED WHISKIES	KESSLER BLEND WHISKEY	065	JIM BEAM BRANDS	750	12	1	0	80	08/01/1972	80686042600	80686042846	5.51	66.12	8.27	10/01/2022
24457	BLENDED WHISKIES	KESSLER BLEND WHISKEY	065	JIM BEAM BRANDS	1000	12	1	0	80	05/01/1984	859824001980	10080686042201	7.17	86.04	10.76	10/01/2022
24458	BLENDED WHISKIES	KESSLER BLEND WHISKEY	065	JIM BEAM BRANDS	1750	6	1	0	80	05/01/1977	859824001980	80686042617	11.00	66.00	16.50	10/01/2022
2446	COCKTAILS/RTD	TOOTERS RAINBOW PACK	308	MANGO BOTTLING	4500	1	1	0	30	02/01/2022	762317123215	89540414195	72.00	72.00	108.00	10/01/2022
24466	BLENDED WHISKIES	KESSLER BLEND WHISKEY PET	065	JIM BEAM BRANDS	750	12	1	0	80	09/01/1993	858506004554	10080686042430	5.51	66.12	8.27	10/01/2022
24326	TEMPORARY & SPECIALTY PACKAGES	JEFFERSONS CHEF COLLABORATION	370	PERNOD RICARD USA	750	6	1	0	90	10/01/2020	850826008205	10814794010537	19.99	119.94	29.99	10/01/2022
24648	BLENDED WHISKIES	MADISON CREEK	421	SAZERAC COMPANY  INC	1750	6	1	0	80	09/01/2020	80686011293	10088004028012	7.34	44.04	11.01	10/01/2022
24706	BLENDED WHISKIES	MCCORMICK BLEND WHISKEY	300	MCCORMICK DISTILLING CO.	750	12	1	0	80	08/01/1988	858506004554	10085592104340	4.09	49.08	6.14	10/01/2022
24728	BLENDED WHISKIES	MCCORMICK BLEND WHISKEY PET	300	MCCORMICK DISTILLING CO.	1750	6	1	0	80	05/01/1989	85592104312	10085592104340	8.20	49.20	12.30	10/01/2022
24574	TEMPORARY & SPECIALTY PACKAGES	LITTLE BOOK CHAPTER 4 LESSONS HONORED DISCO	065	JIM BEAM BRANDS	750	6	1	0	123	09/01/2020	80686011293	10088352109777	62.50	375.00	93.75	10/01/2022
24735	IOWA SPIRITS MANUFACTURERS	GANNETT PEAK WHISKEY	626	JDSO INC / RED BOOT DISTILLERY	750	6	1	0	86	06/01/2022	51497313579	80686042617	14.67	88.02	22.01	10/01/2022
24857	COCKTAILS/RTD	SODA JERK ORANGE CREAM SHOT DNO	764	SODA JERK LLC	750	6	1	0	70	07/01/2022	51497313579	860002830841	20.00	120.00	30.00	10/01/2022
24858	COCKTAILS/RTD	SODA JERK ROOT BEER SHOT DNO	764	SODA JERK LLC	750	6	1	0	70	07/01/2022	860002830803	80686042846	20.00	120.00	30.00	10/01/2022
24860	BLENDED WHISKIES	99 WHISKEY MINI	421	SAZERAC COMPANY  INC	50	10	12	0	99	08/01/2021	85592104312	10080660010851	6.00	60.00	9.00	10/01/2022
24906	STRAIGHT BOURBON WHISKIES	OLD CAMP WHISKEY DISCO	395	PROXIMO	750	12	1	0	80	08/01/2017	811538014359	10088004028012	10.83	129.96	16.25	10/01/2022
24959	COCKTAILS/RTD	SODA JERK ORANGE CREAM SHOT MINI DNO	764	SODA JERK LLC	50	6	10	0	70	07/01/2022	860002830865	10088004028012	16.50	198.00	24.75	10/01/2022
24960	COCKTAILS/RTD	SODA JERK ROOT BEER SHOT MINI DNO	764	SODA JERK LLC	50	6	10	0	70	07/01/2022	860002830803	860002830827	16.50	198.00	24.75	10/01/2022
25016	TENNESSEE WHISKIES	OLE SMOKY BLENDED WHISKEY	346	OLE SMOKY DISTILLERY LLC	750	6	1	0	80	09/01/2022	854628006124	20096749001068	10.00	60.00	15.00	10/01/2022
25032	BLENDED WHISKIES	MR BOSTON BLENDED WHISKEY	421	SAZERAC COMPANY  INC	1000	12	1	0	80	06/01/2020	860002830803	10088004035638	4.40	52.80	6.60	10/01/2022
24856	IOWA SPIRITS MANUFACTURERS	NEFARIOUS BLENDED WHISKEY	777	BLUE OX SPIRITS, INC.	750	6	1	2	86	11/01/2019	854647008314	10088004028012	15.00	90.00	22.50	10/01/2022
25079	TEMPORARY & SPECIALTY PACKAGES	CEDAR RIDGE PORT CASK FINISHED STRAIGHT RYE WHISKEY	125	CEDAR RIDGE VINEYARDS LL	750	6	1	4	94	10/01/2022	852935001337	20096749001068	29.84	179.04	44.76	10/01/2022
25080	STRAIGHT RYE WHISKIES	CM BEVERLY HIGH RYE WHISKEY	125	CEDAR RIDGE VINEYARDS LL	750	6	1	0	96	10/01/2022	852935001337	20096749001068	29.84	179.04	44.76	10/01/2022
25086	TEMPORARY & SPECIALTY PACKAGES	MURRAY HILL CLUB A BOURBON BLEND	755	WINESOURCE INTERNATIONAL INC.	750	6	1	0	103	06/01/2022	851437006031	10080660010851	60.14	360.84	90.21	10/01/2022
25113	STRAIGHT BOURBON WHISKIES	LEADSLINGERS BOURBON WHISKEY 10YR	100	AIKO IMPORTERS INC	750	6	1	10	117	09/01/2022	758890250929	10082928273916	50.00	300.00	75.00	10/01/2022
2511	TEMPORARY & SPECIALTY PACKAGES	DI AMORE AMARETTO W/2 GLASSES	421	SAZERAC COMPANY  INC	750	6	1	0	42	10/01/2020	865674000165	10082928273916	6.00	36.00	9.00	10/01/2022
25132	STRAIGHT BOURBON WHISKIES	RUSTIC RIVER RESERVE KENTUCKY STRAIGHT BOURBON WHISKEY	747	GREEN RIVER DISTILLING COMPANY	750	12	1	4	92	09/01/2022	810735017736	10027724387504	16.84	202.08	25.26	10/01/2022
25140	STRAIGHT RYE WHISKIES	MR. PEABODY SMALL BATCH RYE WHISKEY	663	DUMBASS WHISKEY, LLC	750	12	1	0	90	08/01/2022	645871303685	10088004028012	11.54	138.48	17.31	10/01/2022
25141	STRAIGHT BOURBON WHISKIES	MR. PEABODY SMALL BATCH BOURBON WHISKEY	663	DUMBASS WHISKEY, LLC	750	12	1	0	90	08/01/2022	645871303647	10088004025547	10.79	129.48	16.19	10/01/2022
25142	STRAIGHT BOURBON WHISKIES	MR. PEABODY SMALL BATCH BOURBON WHISKEY	663	DUMBASS WHISKEY, LLC	1750	6	1	0	90	08/01/2022	645871303647	10719104144639	20.83	124.98	31.25	10/01/2022
25120	TEMPORARY & SPECIALTY PACKAGES	STONE IMPERIAL WHISKEY	566	FOUNDRY DISTILLING COMPANY, LLC	750	6	1	30	127	10/01/2022	850826008625	20096749001068	74.89	449.34	112.34	10/01/2022
25145	STRAIGHT RYE WHISKIES	REDNECK SMALL BATCH RYE WHISKEY	663	DUMBASS WHISKEY, LLC	750	12	1	0	80	08/01/2022	645871303548	10027724387504	11.54	138.48	17.31	10/01/2022
25148	STRAIGHT RYE WHISKIES	TOMS GOOD LOVIN SMALL BATCH RYE WHISKEY	663	DUMBASS WHISKEY, LLC	750	12	1	0	90	08/01/2022	758890250929	10719104144615	16.66	199.92	24.99	10/01/2022
25144	TEMPORARY & SPECIALTY PACKAGES	REDNECK RIVIERA WHISKEY LIMITED EDITION	775	BONAVITA BEVERAGE GROUP, LLC	750	6	1	0	80	09/01/2022	850424002766	10088004035638	12.00	72.00	18.00	10/01/2022
25149	TEMPORARY & SPECIALTY PACKAGES	SIXTH GLASS	566	FOUNDRY DISTILLING COMPANY, LLC	750	6	1	29	100	08/01/2022	850826008601	10027724387504	30.33	181.98	45.50	10/01/2022
25150	TEMPORARY & SPECIALTY PACKAGES	AXE MAN WHISKEY	566	FOUNDRY DISTILLING COMPANY, LLC	750	6	1	28	96	08/01/2022	82184000052	10850826008417	30.33	181.98	45.50	10/01/2022
25153	TEMPORARY & SPECIALTY PACKAGES	COLLECTORS EDITION AIRPLANE BOURBON	100	AIKO IMPORTERS INC	1000	1	2	0	80	09/01/2022	787269006515	10719104144615	215.00	215.00	322.50	10/01/2022
25160	TEMPORARY & SPECIALTY PACKAGES	COLLECTORS EDITION ANTIQUE CAR BOURBON	100	AIKO IMPORTERS INC	1000	1	2	0	80	09/01/2022	82184000052	7872690065224	215.00	215.00	322.50	10/01/2022
25162	TEMPORARY & SPECIALTY PACKAGES	COLLECTORS EDITION RACE CAR BOURBON	100	AIKO IMPORTERS INC	750	1	6	0	80	09/01/2022	850826008601	7872690270918	315.00	315.00	472.50	10/01/2022
25164	TEMPORARY & SPECIALTY PACKAGES	COLLECTORS EDITION REVOLVER BOURBON	100	AIKO IMPORTERS INC	375	1	6	0	80	09/01/2022	850826008601	203571226828	270.00	270.00	405.00	10/01/2022
25165	TEMPORARY & SPECIALTY PACKAGES	SLIPKNOT NO 9 RED CASK	125	CEDAR RIDGE VINEYARDS LL	750	6	1	4	96	07/01/2022	850029721116	7872690065224	25.00	150.00	37.50	10/01/2022
25166	TEMPORARY & SPECIALTY PACKAGES	THE PEACEKEEPER BOURBON	100	AIKO IMPORTERS INC	750	3	1	0	80	09/01/2022	850826008601	7872690718038	80.00	240.00	120.00	10/01/2022
25183	STRAIGHT RYE WHISKIES	COALITION KENTUCKY STRAIGHT RYE WHISKEY PAUILLAC BARRIQUES	368	PARK STREET IMPORTS	750	6	1	0	93	07/01/2022	850029721079	7872690065224	37.50	225.00	56.25	10/01/2022
25185	STRAIGHT RYE WHISKIES	COALITION KENTUCKY STRAIGHT RYE IN SAUTERNES BARRIQUES	368	PARK STREET IMPORTS	750	6	1	0	94	07/01/2022	787269006515	10860003934729	37.50	225.00	56.25	10/01/2022
25187	STRAIGHT RYE WHISKIES	COALITION KENTUCKY STRAIGHT RYE WHISKEY BARREL PROOF	368	PARK STREET IMPORTS	750	6	1	0	109	07/01/2022	850029721079	10860003934736	53.50	321.00	80.25	10/01/2022
25177	TEMPORARY & SPECIALTY PACKAGES	CEDAR RIDGE BOTTLED IN BOND RYE WHISKEY	125	CEDAR RIDGE VINEYARDS LL	750	6	1	4	100	06/01/2022	850029721079	7872690065224	25.00	150.00	37.50	10/01/2022
25215	STRAIGHT RYE WHISKIES	ELIJAH CRAIG RYE	259	HEAVEN HILL BRANDS	1750	6	1	0	94	04/01/2022	96749003976	10860003934729	31.54	189.24	47.31	10/01/2022
25234	STRAIGHT RYE WHISKIES	COALITION STRAIGHT RYE WHISKEY MARGAUX BARRIQUES	368	PARK STREET IMPORTS	750	6	1	0	91	07/01/2022	850029721079	10860003934774	37.50	225.00	56.25	10/01/2022
25235	STRAIGHT RYE WHISKIES	KOOPER FAMILY RYE	588	KOOPER DISTILLING, LLC	750	6	1	3	90	02/01/2022	864903000105	10858506004247	29.50	177.00	44.25	10/01/2022
25251	BLENDED WHISKIES	WHISKEYSMITH BLOOD ORANGE FLAVORED WHISKEY	536	OLD ELK DISTILLERIES LLC	750	12	1	0	60	04/01/2022	864903000105	20852045007575	11.50	138.00	17.25	10/01/2022
25257	BLENDED WHISKIES	WHISKEYSMITH SALTED CARAMEL FLAVORED WHISKEY	536	OLD ELK DISTILLERIES LLC	750	12	1	0	60	07/01/2021	864903000105	20852045007490	11.50	138.00	17.25	10/01/2022
25189	STRAIGHT RYE WHISKIES	CM 5YR OBTAINIUM RYE WHISKEY	525	CATS EYE DISTILLERY	750	6	1	5	113	05/01/2022	855810007233	10860003934729	34.00	204.00	51.00	10/01/2022
25388	STRAIGHT RYE WHISKIES	UNCLE NEAREST STRAIGHT RYE WHISKEY	368	PARK STREET IMPORTS	750	6	1	0	93	05/01/2022	40232639210	10719104144639	52.00	312.00	78.00	10/01/2022
25346	TEMPORARY & SPECIALTY PACKAGES	WESTWARD CASK STRENGTH 125 WHISKEY	368	PARK STREET IMPORTS	750	6	1	0	125	08/01/2022	853507000291	10860003934729	50.00	300.00	75.00	10/01/2022
25451	BLENDED WHISKIES	YELLOW ROSE PREMIUM AMERICAN WHISKEY	368	PARK STREET IMPORTS	750	6	1	0	80	04/01/2022	857186006063	20720815922338	15.00	90.00	22.50	10/01/2022
25418	STRAIGHT RYE WHISKIES	TEMPLETON RYE SHERRY CASK FINISH	255	INFINIUM SPIRITS	750	6	1	0	92	10/01/2021	864903000105	20720815922338	24.99	149.94	37.49	10/01/2022
25459	TEMPORARY & SPECIALTY PACKAGES	SLIPKNOT LIMITED EDITION ANNIVERSARY IOWA LABEL WHISKEY	125	CEDAR RIDGE VINEYARDS LL	750	6	1	0	103	10/01/2021	850029721024	10719104144639	25.00	150.00	37.50	10/01/2022
25473	TEMPORARY & SPECIALTY PACKAGES	TRAVERSE CITY WHISKEY CO. BARREL PROOF WHEAT WHISKEY	428	TRAVERSE CITY WHISKEY CO / TCWC, LLC	750	6	1	5	120	08/01/2022	721059893756	10859122005502	42.50	255.00	63.75	10/01/2022
25480	IOWA SPIRITS MANUFACTURERS	RED FOX BLENDED WHISKEY DISCO	229	DEHNER DISTILLERY	750	12	1	0	80	05/01/2020	858506004332	20720815922338	3.50	42.00	5.25	10/01/2022
25481	IOWA SPIRITS MANUFACTURERS	RED FOX BLENDED WHISKEY DISCO	229	DEHNER DISTILLERY	1000	12	1	0	80	05/01/2020	858506004349	20720815922338	4.39	52.68	6.59	10/01/2022
25511	STRAIGHT BOURBON WHISKIES	REDNECK SMALL BATCH BOURBON WHISKEY	663	DUMBASS WHISKEY, LLC	1750	6	1	0	80	09/01/2022	645871303494	10859122005502	20.83	124.98	31.25	10/01/2022
25482	IOWA SPIRITS MANUFACTURERS	RED FOX BLENDED WHISKEY DISCO	229	DEHNER DISTILLERY	1750	6	1	0	80	05/01/2020	850826008601	10858506004353	7.33	43.98	11.00	10/01/2022
25512	STRAIGHT BOURBON WHISKIES	ARTISAN GRAIN SMALL BATCH BOURBON	659	BUCKTOWN DISTILLING CO., LLC / ARTISAN GRAIN DISTILLERY	750	6	1	6	86	08/01/2021	158932454122	10858506004353	27.00	162.00	40.50	10/01/2022
25519	STRAIGHT BOURBON WHISKIES	REDNECK SMALL BATCH BOURBON WHISKEY	663	DUMBASS WHISKEY, LLC	750	12	1	0	80	09/01/2022	645871303449	10859122005502	10.79	129.48	16.19	10/01/2022
25517	TEMPORARY & SPECIALTY PACKAGES	FEW SPIRITS STRAIGHT AMERICAN WHISKEY	368	PARK STREET IMPORTS	750	6	1	0	93	09/01/2022	810046140130	20096749001068	22.50	135.00	33.75	10/01/2022
25601	BLENDED WHISKIES	SEAGRAMS 7 CROWN MINI	260	DIAGEO AMERICAS	50	12	10	0	80	11/01/1985	850029721024	10087000700717	6.17	74.04	9.26	10/01/2022
25603	BLENDED WHISKIES	SEAGRAMS 7 CROWN	260	DIAGEO AMERICAS	200	24	1	0	80	04/01/1988	850029721024	82000759188	1.99	47.76	2.99	10/01/2022
25604	BLENDED WHISKIES	SEAGRAMS 7 CROWN	260	DIAGEO AMERICAS	375	12	1	0	80	07/01/1985	955066447040	82000759195	3.50	42.00	5.25	10/01/2022
25606	BLENDED WHISKIES	SEAGRAMS 7 CROWN	260	DIAGEO AMERICAS	750	12	1	0	80	08/01/1974	87000007338	20720815922635	7.50	90.00	11.25	10/01/2022
25607	BLENDED WHISKIES	SEAGRAMS 7 CROWN	260	DIAGEO AMERICAS	1000	12	1	0	80	05/01/1984	87000007321	20720815922635	8.49	101.88	12.74	10/01/2022
25608	BLENDED WHISKIES	SEAGRAMS 7 CROWN	260	DIAGEO AMERICAS	1750	6	1	0	80	05/01/1977	850029721024	10087000700700	13.99	83.94	20.99	10/01/2022
25616	BLENDED WHISKIES	SEAGRAMS 7 CROWN PET FLASK	260	DIAGEO AMERICAS	750	12	1	0	80	10/01/1998	88352135625	87000507166	7.50	90.00	11.25	10/01/2022
258	CREAM LIQUEURS	RUMCHATA GOCHATAS	205	E & J GALLO WINERY	100	1	60	0	28	10/01/2015	890355001094	10860003934729	100.00	100.00	150.00	10/01/2022
25866	BLENDED WHISKIES	STONE BREAKER	552	RESTLESS SPIRITS DISTILLING COMPANY, LLC	750	6	1	0	92	09/01/2018	863692000204	10860003934729	22.50	135.00	33.75	10/01/2022
25877	BLENDED WHISKIES	SUNNY BROOK BLEND WHISKEY	065	JIM BEAM BRANDS	1000	12	1	0	80	12/01/1987	80686479208	10860003934729	5.00	60.00	7.50	10/01/2022
25878	BLENDED WHISKIES	SUNNY BROOK BLEND WHISKEY	065	JIM BEAM BRANDS	1750	6	1	0	80	02/01/1977	88352135625	10080686479106	8.00	48.00	12.00	10/01/2022
25990	BLENDED WHISKIES	TX BLENDED WHISKEY	370	PERNOD RICARD USA	750	6	1	0	82	04/01/2021	858379003005	10860003934729	16.49	98.94	24.74	10/01/2022
25992	BLENDED WHISKIES	TX BLENDED WHISKEY	370	PERNOD RICARD USA	1750	6	1	0	82	08/01/2020	858379003012	10860003934729	42.17	253.02	63.26	10/01/2022
25535	STRAIGHT RYE WHISKIES	TEMPLETON RYE STOUT CASK FINISH	255	INFINIUM SPIRITS	750	6	1	0	92	08/01/2022	645871303449	20720815922635	25.99	155.94	38.99	10/01/2022
26010	IRISH WHISKIES	KEEPERS HEART IRISH AND BOURBON WHISKEY	305	MHW LTD	700	6	1	0	92	08/01/2022	158932454122	10850030494105	20.00	120.00	30.00	10/01/2022
25995	TEMPORARY & SPECIALTY PACKAGES	OID EZRA 7YR RYE	434	LUXCO INC	750	6	1	7	114	10/01/2022	88352139630	20096749001068	40.00	240.00	60.00	10/01/2022
26025	TEMPORARY & SPECIALTY PACKAGES	CLEAR WATER DISTILLING 2006 14YR AGED LIGHT WHISKEY	780	CLEAR WATER DISTILLING CO	750	6	1	14	90	05/01/2022	955066447040	10850015171137	86.67	520.02	130.01	10/01/2022
26027	STRAIGHT RYE WHISKIES	CLEAR WATER DISTILLING 5 YR BARREL STRENGTH RYE WHISKEY	780	CLEAR WATER DISTILLING CO	750	6	1	5	117	05/01/2022	850015171017	10860003934729	50.00	300.00	75.00	10/01/2022
26028	CORN WHISKIES	SCANDALUST CINNAMON WHISKEY	780	CLEAR WATER DISTILLING CO	750	6	1	0	80	05/01/2022	850015171017	10850015171168	23.34	140.04	35.01	10/01/2022
26026	TEMPORARY & SPECIALTY PACKAGES	CLEAR WATER DISTILLING 2007 AGED LIGHT WHISKEY	780	CLEAR WATER DISTILLING CO	750	6	1	14	94	05/01/2022	850015171178	10857561004155	96.67	580.02	145.01	10/01/2022
26062	BLENDED WHISKIES	DEVILS SISTER APPLE	758	DELUXE WINE & SPIRITS CO / MOLDOVA DELUXE	750	12	1	0	70	04/01/2022	850015171178	1860004432936	15.00	180.00	22.50	10/01/2022
26063	BLENDED WHISKIES	DEVILS SISTER PEACH	758	DELUXE WINE & SPIRITS CO / MOLDOVA DELUXE	750	12	1	0	70	04/01/2022	955066447040	10860004432927	15.00	180.00	22.50	10/01/2022
26061	TEMPORARY & SPECIALTY PACKAGES	DEVILS SISTER KENTUCKY 5YR	758	DELUXE WINE & SPIRITS CO / MOLDOVA DELUXE	750	12	1	5	80	04/01/2022	860004432913	20720815922635	15.00	180.00	22.50	10/01/2022
26067	IOWA SPIRITS MANUFACTURERS	CM COLD ZERO WHISKEY	125	CEDAR RIDGE VINEYARDS LL	750	6	1	0	92	03/01/2022	850029721086	20720815922635	20.00	120.00	30.00	10/01/2022
26083	AMERICAN DISTILLED SPIRIT SPECIALTY	COPPER STILL PEANUT BUTTER FLAVORED WHISKY	752	COPPER STILL DISTILLERY	750	12	1	0	85	02/01/2022	850030365019	1860004432936	20.00	240.00	30.00	10/01/2022
26085	BLENDED WHISKIES	BIRD DOG HONEY FLAVORED WHISKEY	492	WESTERN SPIRITS BEVERAGE	750	6	1	0	80	05/01/2022	955066447040	10812459015484	11.50	69.00	17.25	10/01/2022
26087	BLENDED WHISKIES	BIRD DOG HONEY FLAVORED WHISKEY MINI	492	WESTERN SPIRITS BEVERAGE	50	6	10	0	80	09/01/2022	812459014947	20096749001068	5.00	30.00	7.50	10/01/2022
26094	AMERICAN DISTILLED SPIRIT SPECIALTY	COPPER STILL CHERRY FLAVORED WHISKY	752	COPPER STILL DISTILLERY	750	12	1	0	85	04/01/2022	88352135625	10080686479106	20.00	240.00	30.00	10/01/2022
26073	TEMPORARY & SPECIALTY PACKAGES	OLD ELK DOUBLE WHEAT STRAIGHT WHISKEY	536	OLD ELK DISTILLERIES LLC	750	6	1	8	107	06/01/2022	850030365019	1860004432936	50.00	300.00	75.00	10/01/2022
26096	TEMPORARY & SPECIALTY PACKAGES	CEDAR RIDGE DOUBLE BARREL BOURBON WHISKEY	125	CEDAR RIDGE VINEYARDS LL	750	6	1	4	105	12/01/2021	88352135625	10850029721069	25.00	150.00	37.50	10/01/2022
26101	IRISH WHISKIES	KEEPERS HEARTS IRISH WHISKEY	305	MHW LTD	700	6	1	0	86	05/01/2022	850029721086	20850030494003	17.50	105.00	26.25	10/01/2022
