Item Number	Category Name	Item Description	Vendor	Vendor Name	Bottle Volume (ml)	Pack	Inner Pack	Age	Proof	List Date	UPC	SCC	State Bottle Cost	State Case Cost	State Bottle Retail	Report Date
72636	AMERICAN CORDIALS & LIQUEUR	BOLS MELON	305	MHW LTD	750	12	1	0	34	04/01/2020	854647008123	10080915116444	5.42	65.04	8.13	10/01/2022
72722	AMERICAN CORDIALS & LIQUEUR	CHRISTIAN BROS HONEY	259	HEAVEN HILL BRANDS	750	12	1	0	70	01/01/2011	86036862775	10856881004678	6.00	72.00	9.00	10/01/2022
72732	AMERICAN BRANDIES	CHRISTIAN BROS APPLE	259	HEAVEN HILL BRANDS	750	12	1	0	70	03/01/2016	40232301803	10096749001139	6.00	72.00	9.00	10/01/2022
72816	COFFEE LIQUEURS	CAFFE LOLITA COFFEE LIQUEUR	434	LUXCO INC	750	12	1	0	40	11/01/1974	88352120577	10096749001139	5.00	60.00	7.50	10/01/2022
72903	FLAVORED RUM	CAPTAIN MORGAN APPLE SMASH MINI DISCO	260	DIAGEO AMERICAS	50	12	10	0	60	07/01/2018	86036862775	10082000787805	4.96	59.52	7.44	10/01/2022
72911	FLAVORED RUM	CAPTAIN MORGAN ORANGE VANILLA TWIST	260	DIAGEO AMERICAS	750	12	1	0	60	03/01/2020	89105424102	10082000792656	9.06	108.72	13.59	10/01/2022
72913	FLAVORED RUM	CAPTAIN MORGAN LOCONUT DISCO	260	DIAGEO AMERICAS	750	6	1	0	40	03/01/2017	82000781295	10080915116444	9.06	54.36	13.59	10/01/2022
72927	FLAVORED RUM	CAPTAIN MORGAN SLICED APPLE MINI	260	DIAGEO AMERICAS	50	12	10	0	70	08/01/2020	89105424102	10082000794162	4.80	57.60	7.20	10/01/2022
72928	FLAVORED RUM	CAPTAIN MORGAN SLICED APPLE	260	DIAGEO AMERICAS	750	12	1	0	70	08/01/2020	88352120577	10082000794179	9.06	108.72	13.59	10/01/2022
72933	COFFEE LIQUEURS	CCD COFFEE LIQUEUR	706	COWBOY COUNTRY DISTILLING, INC.	375	12	1	0	40	08/01/2021	675901127943	10080915116444	16.00	192.00	24.00	10/01/2022
72935	AGED DARK RUM	CCD SPICED RUM	706	COWBOY COUNTRY DISTILLING, INC.	750	12	1	0	80	08/01/2021	675901128254	10080915116444	31.00	372.00	46.50	10/01/2022
72508	SPICED RUM	BLUE OX SPICED RUM	626	JDSO INC / RED BOOT DISTILLERY	1000	12	1	0	70	06/01/2018	854647008130	860007098307	6.00	72.00	9.00	10/01/2022
72952	AMERICAN CORDIALS & LIQUEUR	CCD RASPBERRY CORDIAL	706	COWBOY COUNTRY DISTILLING, INC.	375	12	1	0	70	08/01/2021	675901127929	10082000787805	16.00	192.00	24.00	10/01/2022
72945	IOWA SPIRITS MANUFACTURERS	ND KRUPNIK	525	CATS EYE DISTILLERY	750	6	1	0	60	11/01/2018	855810007028	10617768241759	18.15	108.90	27.23	10/01/2022
72958	FLAVORED RUM	CHACHO - JALAPENO AGUARDIENTE	892	CHACHO SPIRITS / ZJ LIQUORS, LLC	750	6	1	0	70	05/01/2020	684758991263	10082184105587	13.50	81.00	20.25	10/01/2022
72955	IOWA SPIRITS MANUFACTURERS	CCRETS ISLAND MIX	306	MISSISSIPPI RIVER DISTILLING COMPANY LLC	1000	12	1	0	75	07/01/2021	89105424102	10855037005798	6.67	80.04	10.01	10/01/2022
72971	TEMPORARY & SPECIALTY PACKAGES	NORTH FOREST KREME PEPPERMINT	661	BEDFORD & GROVE LLC/ CHANKASKA CREEK AND RANCH WINERY	750	6	1	0	34	11/01/2022	859524004366	10617768241759	15.39	92.34	23.09	10/01/2022
72973	CREAM LIQUEURS	NORTH FOREST KREME WALNUT	661	BEDFORD & GROVE LLC/ CHANKASKA CREEK AND RANCH WINERY	750	6	1	0	34	07/01/2021	859524004359	10082184105587	15.39	92.34	23.09	10/01/2022
72972	TEMPORARY & SPECIALTY PACKAGES	NORTH FOREST KREME PUMPKIN	661	BEDFORD & GROVE LLC/ CHANKASKA CREEK AND RANCH WINERY	750	6	1	0	34	08/01/2022	859524004366	10859524004370	15.39	92.34	23.09	10/01/2022
72975	TEMPORARY & SPECIALTY PACKAGES	NORTH FOREST KREME PEPPERMINT MINI	661	BEDFORD & GROVE LLC/ CHANKASKA CREEK AND RANCH WINERY	50	6	10	0	34	06/01/2022	859524004366	20860003192041	7.50	45.00	11.25	10/01/2022
72978	CREAM LIQUEURS	NORTH FOREST KREME HUCKLEBERRY VANILLA	661	BEDFORD & GROVE LLC/ CHANKASKA CREEK AND RANCH WINERY	750	6	1	0	34	07/01/2021	859524004366	10859524004950	15.39	92.34	23.09	10/01/2022
72977	TEMPORARY & SPECIALTY PACKAGES	NORTH FOREST KREME HUCKLEBERRY VANILLA MINI	661	BEDFORD & GROVE LLC/ CHANKASKA CREEK AND RANCH WINERY	50	6	10	0	34	05/01/2022	859524004359	20860003192089	7.50	45.00	11.25	10/01/2022
72981	CREAM LIQUEURS	NORTH FOREST KREME MAPLE BOURBON PECAN	661	BEDFORD & GROVE LLC/ CHANKASKA CREEK AND RANCH WINERY	750	6	1	0	34	07/01/2021	675901128254	10859524004967	15.39	92.34	23.09	10/01/2022
72979	TEMPORARY & SPECIALTY PACKAGES	NORTH FOREST KREME MAPLE BOURBON PECAN MINI	661	BEDFORD & GROVE LLC/ CHANKASKA CREEK AND RANCH WINERY	50	6	10	0	34	05/01/2022	859524004359	20860003192096	7.50	45.00	11.25	10/01/2022
72983	TEMPORARY & SPECIALTY PACKAGES	NORTH FOREST KREME PUMPKIN MINI	661	BEDFORD & GROVE LLC/ CHANKASKA CREEK AND RANCH WINERY	50	6	10	0	34	05/01/2022	859524004809	20860003192096	7.50	45.00	11.25	10/01/2022
73000	CREAM LIQUEURS	NORTH FOREST KREME ESPRESSO LIQUEUR	661	BEDFORD & GROVE LLC/ CHANKASKA CREEK AND RANCH WINERY	750	6	1	0	34	07/01/2022	859524004977	20860003192096	15.39	92.34	23.09	10/01/2022
73001	CREAM LIQUEURS	NORTH FOREST KREME ESPRESSO LIQUEUR MINI	661	BEDFORD & GROVE LLC/ CHANKASKA CREEK AND RANCH WINERY	50	6	10	0	34	07/01/2022	675901128254	20860006371191	7.50	45.00	11.25	10/01/2022
73051	CREAM LIQUEURS	RUMCHATA MINI	205	E & J GALLO WINERY	50	12	10	0	27	09/01/2012	89105424102	10890355051140	8.87	106.44	13.31	10/01/2022
73052	CREAM LIQUEURS	RUMCHATA	205	E & J GALLO WINERY	375	12	1	0	27	06/01/2012	859524004366	10890355001039	8.00	96.00	12.00	10/01/2022
73053	CREAM LIQUEURS	RUMCHATA	205	E & J GALLO WINERY	1000	6	1	0	27	07/01/2012	859524004977	10890355051102	17.00	102.00	25.50	10/01/2022
73054	CREAM LIQUEURS	RUMCHATA	205	E & J GALLO WINERY	1750	6	1	0	27	06/01/2012	890355001001	10762317030077	25.00	150.00	37.50	10/01/2022
73055	CREAM LIQUEURS	RUMCHATA	205	E & J GALLO WINERY	750	12	1	0	27	02/01/2014	890355001025	10890355001039	14.00	168.00	21.00	10/01/2022
73058	CREAM LIQUEURS	RUMCHATA MINICHATAS CREAMER CUPS DISCO	205	E & J GALLO WINERY	375	12	1	0	28	08/01/2016	890355001254	10087116017686	8.00	96.00	12.00	10/01/2022
73059	FLAVORED RUM	RUMCHATA LIMON	205	E & J GALLO WINERY	375	12	1	0	28	03/01/2021	675901128254	10890355001602	8.00	96.00	12.00	10/01/2022
73063	AMERICAN CORDIALS & LIQUEUR	RUMCHATA LIMON	205	E & J GALLO WINERY	750	12	1	0	28	03/01/2020	890355001513	10890355051102	14.00	168.00	21.00	10/01/2022
72985	TEMPORARY & SPECIALTY PACKAGES	NORTH FOREST KREME WALNUT MINI	661	BEDFORD & GROVE LLC/ CHANKASKA CREEK AND RANCH WINERY	50	6	10	0	34	05/01/2022	89105424102	20860003192072	7.50	45.00	11.25	10/01/2022
73068	AMERICAN DISTILLED SPIRIT SPECIALTY	LORENZ CRAFTED SPIRIT	780	CLEAR WATER DISTILLING CO	750	6	1	0	86	05/01/2022	675901128254	10850015171038	23.34	140.04	35.01	10/01/2022
73069	AMERICAN DISTILLED SPIRIT SPECIALTY	JOSEPHINE EAU DE VIE	780	CLEAR WATER DISTILLING CO	750	6	1	0	86	05/01/2022	890355001025	10850015171021	40.00	240.00	60.00	10/01/2022
73071	AMERICAN CORDIALS & LIQUEUR	LUSTER CLASSIC LIMONCELLO	336	MAVERICK SPIRIT LLC / OREGON SPIRIT DISTILLERS	750	12	1	0	56	05/01/2022	763878002476	10852679824077	13.32	159.84	19.98	10/01/2022
73072	AMERICAN CORDIALS & LIQUEUR	LUSTER LAVENDER LIMONCELLO	336	MAVERICK SPIRIT LLC / OREGON SPIRIT DISTILLERS	750	12	1	0	56	05/01/2022	852679824094	30860001753449	13.32	159.84	19.98	10/01/2022
73073	AMERICAN CORDIALS & LIQUEUR	LUSTER STRAWBERRY LIMONCELLO	336	MAVERICK SPIRIT LLC / OREGON SPIRIT DISTILLERS	750	12	1	0	56	05/01/2022	852679824094	10852679824084	13.32	159.84	19.98	10/01/2022
73074	AMERICAN DISTILLED SPIRIT SPECIALTY	RENE RYEMAGNAC	780	CLEAR WATER DISTILLING CO	750	6	1	0	84	05/01/2022	850015171109	10852679824084	63.34	380.04	95.01	10/01/2022
73135	BLENDED WHISKIES	RANCH ROAD HARD HOPS IMPERIAL	661	BEDFORD & GROVE LLC/ CHANKASKA CREEK AND RANCH WINERY	750	6	1	16	80	07/01/2021	859524004601	10852679824077	23.33	139.98	35.00	10/01/2022
73136	COFFEE LIQUEURS	CHILA COFFEE LIQUEUR	421	SAZERAC COMPANY  INC	750	12	1	0	48	08/01/1976	859524004601	10081932053293	4.97	59.64	7.46	10/01/2022
73149	CORN WHISKIES	COPPER STILL HAVASHINE	752	COPPER STILL DISTILLERY	750	12	1	0	100	02/01/2022	890355001513	10890355001558	20.00	240.00	30.00	10/01/2022
73065	TEMPORARY & SPECIALTY PACKAGES	RUMCHATA PEPPERMINT BARK	205	E & J GALLO WINERY	750	12	1	0	28	10/01/2022	890355001513	10890355001558	14.00	168.00	21.00	10/01/2022
73343	AMERICAN CORDIALS & LIQUEUR	CONCIERE AMARETTO	803	LEVECKE CORPORATION	1000	12	1	0	30	04/01/2020	89105124170	10082000798238	4.99	59.88	7.49	10/01/2022
73456	AMERICAN SCHNAPPS	DEKUYPER LUSCIOUS RAZZMATAZZ	065	JIM BEAM BRANDS	750	12	1	0	33	10/01/1990	80686356400	10860002972012	6.75	81.00	10.13	10/01/2022
73517	AMERICAN SCHNAPPS	DEKUYPER CACTUS JUICE	065	JIM BEAM BRANDS	1000	12	1	0	30	10/01/1991	89105124170	10080686322204	7.87	94.44	11.81	10/01/2022
73526	AMERICAN CORDIALS & LIQUEUR	DEKUYPER MELON LIQUEUR	065	JIM BEAM BRANDS	750	12	1	0	46	05/01/1982	80686356400	10080686345401	6.75	81.00	10.13	10/01/2022
73533	AMERICAN CORDIALS & LIQUEUR	DEKUYPER 03	065	JIM BEAM BRANDS	750	12	1	0	80	04/01/2011	80686405023	860005686391	10.67	128.04	16.01	10/01/2022
73662	IMPORTED DISTILLED SPIRIT SPECIALTY	TEQUILA HIERBA LOCA	712	BLACKBIRD SPIRITS, LLC / DR. STONERS HERB INFUSED SPIRITS	750	6	1	0	84	02/01/2022	80686405023	20680147195889	18.99	113.94	28.49	10/01/2022
73702	AMERICAN CORDIALS & LIQUEUR	EVAN WILLIAMS HONEY	259	HEAVEN HILL BRANDS	750	12	1	0	70	06/01/2010	80686356400	10096749021809	8.50	102.00	12.75	10/01/2022
73715	AMERICAN CORDIALS & LIQUEUR	EVAN WILLIAMS CHERRY RESERVE	259	HEAVEN HILL BRANDS	750	12	1	0	70	12/01/2010	80686405023	10096749021854	8.50	102.00	12.75	10/01/2022
73200	TEMPORARY & SPECIALTY PACKAGES	CAPTAIN MORGAN CHERRY VANILLA	260	DIAGEO AMERICAS	750	12	1	0	60	02/01/2022	859524004601	10082000798238	9.06	108.72	13.59	10/01/2022
73737	AMERICAN CORDIALS & LIQUEUR	EVAN WILLIAMS APPLE MINI	259	HEAVEN HILL BRANDS	50	8	15	0	70	04/01/2019	80686405023	10096749001085	6.30	50.40	9.45	10/01/2022
73747	AMERICAN CORDIALS & LIQUEUR	EVAN WILLIAMS PEACH MINI	259	HEAVEN HILL BRANDS	50	8	15	0	70	03/01/2020	850008153129	10096749000910	6.30	50.40	9.45	10/01/2022
73748	AMERICAN CORDIALS & LIQUEUR	EVAN WILLIAMS PEACH	259	HEAVEN HILL BRANDS	750	12	1	0	70	03/01/2020	96749000906	10096749000910	8.50	102.00	12.75	10/01/2022
73749	AMERICAN CORDIALS & LIQUEUR	EVAN WILLIAMS APPLE	259	HEAVEN HILL BRANDS	750	12	1	0	70	04/01/2019	80686405023	10096749001078	8.50	102.00	12.75	10/01/2022
73754	AMERICAN BRANDIES	E & J APPLE	205	E & J GALLO WINERY	375	24	1	0	60	09/01/2018	80686356400	40085000024032	3.50	84.00	5.25	10/01/2022
73755	AMERICAN BRANDIES	E & J APPLE	205	E & J GALLO WINERY	750	12	1	0	60	02/01/2016	85000024041	40085000024032	6.50	78.00	9.75	10/01/2022
73762	AMERICAN BRANDIES	E & J PEACH	205	E & J GALLO WINERY	750	12	1	0	60	11/01/2016	85000024119	10096749000910	6.50	78.00	9.75	10/01/2022
73780	AMERICAN BRANDIES	E & J VANILLA	205	E & J GALLO WINERY	750	12	1	0	60	04/01/2017	85000024119	30085000025759	6.50	78.00	9.75	10/01/2022
73803	CREAM LIQUEURS	RUMCHATA COLD BREW DISCO	205	E & J GALLO WINERY	1750	6	1	0	25	08/01/2017	890355001292	10096749001078	10.50	63.00	15.75	10/01/2022
73809	COCKTAILS/RTD	RUMCHATA MOCHA COLD BREW	205	E & J GALLO WINERY	1750	6	1	0	25	06/01/2018	85000024041	10890355001367	10.50	63.00	15.75	10/01/2022
73811	COCKTAILS/RTD	RUMCHATA COLD BREW	205	E & J GALLO WINERY	200	6	4	0	25	11/01/2018	890355001391	10852679824084	6.00	36.00	9.00	10/01/2022
73813	COCKTAILS/RTD	FRAPPACHATA MOCHA ICED COFFEE	305	MHW LTD	800	6	4	0	25	11/01/2018	890355001391	10890355001480	6.00	36.00	9.00	10/01/2022
73817	AMERICAN FLAVORED VODKA	FIREFLY LEMONADE	421	SAZERAC COMPANY  INC	750	12	1	0	60	05/01/2019	897291000327	10890355001480	9.34	112.08	14.01	10/01/2022
73818	AMERICAN FLAVORED VODKA	FIREFLY RUBY RED GRAPEFRUIT	421	SAZERAC COMPANY  INC	750	12	1	0	60	05/01/2019	856463005041	10890355001367	9.34	112.08	14.01	10/01/2022
73848	AMERICAN FLAVORED VODKA	FIREFLY RUBY RED GRAPEFRUIT MINI	421	SAZERAC COMPANY  INC	50	5	12	0	60	05/01/2019	890355001292	10897291000867	6.00	30.00	9.00	10/01/2022
73851	AMERICAN FLAVORED VODKA	FIREFLY LEMONADE MINI	421	SAZERAC COMPANY  INC	50	5	12	0	60	05/01/2019	85000024119	10856463005017	6.00	30.00	9.00	10/01/2022
73729	WHISKEY LIQUEUR	EVAN WILLIAMS SPICED CIDER	259	HEAVEN HILL BRANDS	750	12	1	0	34	08/01/2022	89105124170	10096749083760	5.00	60.00	7.50	10/01/2022
73862	IMPORTED DISTILLED SPIRIT SPECIALTY	TEQUILA HIERBA MADURA	712	BLACKBIRD SPIRITS, LLC / DR. STONERS HERB INFUSED SPIRITS	750	6	1	3	84	02/01/2022	759245917443	10856463005017	22.49	134.94	33.74	10/01/2022
73854	IOWA SPIRITS MANUFACTURERS	FIRE IN THE HOLE CINNAMON VODKA	584	BLUFF CREEK DISTILLERY	750	12	1	0	80	03/01/2020	860001121216	10856463005017	10.00	120.00	15.00	10/01/2022
73986	AMERICAN CORDIALS & LIQUEUR	DI AMORE AMARETTO	421	SAZERAC COMPANY  INC	750	12	1	0	42	04/01/1975	86816110331	10082928272964	6.00	72.00	9.00	10/01/2022
74086	CREAM LIQUEURS	GODIVA DARK CHOCOLATE LIQUEUR	260	DIAGEO AMERICAS	750	12	1	0	30	04/01/1999	87000003118	10082928272964	17.00	204.00	25.50	10/01/2022
74090	CREAM LIQUEURS	GODIVA WHITE CHOCOLATE LIQUEUR	260	DIAGEO AMERICAS	750	12	1	0	30	02/01/2004	856463005041	10087000005515	17.00	204.00	25.50	10/01/2022
74099	AMERICAN CORDIALS & LIQUEUR	ICE 101 GOLD	421	SAZERAC COMPANY  INC	750	12	1	0	101	09/01/2021	88004023133	10890355001480	8.75	105.00	13.13	10/01/2022
73864	TEMPORARY & SPECIALTY PACKAGES	E & J SPICED	205	E & J GALLO WINERY	750	12	1	0	60	09/01/2020	759245917443	30085000031132	6.50	78.00	9.75	10/01/2022
74737	COCKTAILS/RTD	HOCHSTADTERS SLOW & LOW CAN	121	COOPER SPIRITS INTERNATIONAL	100	24	1	2	84	07/01/2021	898804009066	10890355001480	2.50	60.00	3.75	10/01/2022
74740	WHISKEY LIQUEUR	SLOW AND LOW	121	COOPER SPIRITS INTERNATIONAL	750	6	1	0	84	12/01/2013	87000003118	10898804009001	13.17	79.02	19.76	10/01/2022
74688	IOWA SPIRITS MANUFACTURERS	HARVEST MOON	742	WILDCAT PRODUCTS LLC	750	12	1	0	80	11/01/2021	759245917443	860007098307	15.00	180.00	22.50	10/01/2022
74772	IOWA SPIRITS MANUFACTURERS	HOWDYS APPLE PIE	125	CEDAR RIDGE VINEYARDS LL	750	6	1	0	40	11/29/2012	898804009066	10059824001950	8.89	53.32	13.34	10/01/2022
74777	BLENDED WHISKIES	KNUCKLENOGGIN SALTED CARAMEL WHISKEY	736	CALIFORNIA TEQUILA INC	750	6	1	0	70	09/01/2021	856365000366	10080686015403	13.00	78.00	19.50	10/01/2022
74776	TEMPORARY & SPECIALTY PACKAGES	IOWA COFFEE COMPANY LIQUEUR	306	MISSISSIPPI RIVER DISTILLING COMPANY LLC	375	12	1	0	40	01/01/2022	855037005128	10087000005515	9.00	108.00	13.50	10/01/2022
74801	TENNESSEE WHISKIES	JACK DANIELS TENNESSEE APPLE	085	BROWN FORMAN CORP.	750	12	1	0	70	10/01/2019	82184004371	10787440375024	15.91	190.92	23.87	10/01/2022
74802	TENNESSEE WHISKIES	JACK DANIELS TENNESSEE APPLE	085	BROWN FORMAN CORP.	1000	12	1	0	70	10/01/2019	87000003118	10082184104368	20.27	243.24	30.41	10/01/2022
74804	TENNESSEE WHISKIES	JACK DANIELS TENNESSEE APPLE MINI	085	BROWN FORMAN CORP.	50	12	10	0	70	04/01/2020	82184056110	10082184104399	11.50	138.00	17.25	10/01/2022
74805	TENNESSEE WHISKIES	JACK DANIELS TENNESSEE APPLE	085	BROWN FORMAN CORP.	375	24	1	0	70	04/01/2020	82184004388	10082184104399	8.00	192.00	12.00	10/01/2022
74807	TENNESSEE WHISKIES	JACK DANIELS TENNESSEE APPLE	085	BROWN FORMAN CORP.	1750	6	1	0	70	05/01/2022	82184004371	10082184105587	31.72	190.32	47.58	10/01/2022
74782	TENNESSEE WHISKIES	JACK DANIELS WINTER JACK	085	BROWN FORMAN CORP.	750	12	1	0	30	11/01/2021	82184056110	10080686015403	10.92	131.04	16.38	10/01/2022
74829	IOWA SPIRITS MANUFACTURERS	IOWA LEGENDARY RYE BLACK LABEL	116	BAD BEAR ENTERPRISES LLC / LEGENDARY RYE	750	6	1	0	80	12/01/2019	860002972084	20863037000122	19.50	117.00	29.25	10/01/2022
74832	COFFEE LIQUEURS	J. RIEGER & CO. CAFFE AMARO	564	JACOB RIEGER & COMPANY LLC	750	6	1	0	62	02/01/2022	748252169372	10082184104399	13.32	79.92	19.98	10/01/2022
74831	IOWA SPIRITS MANUFACTURERS	IOWA LEGENDARY RYE RED LABEL	116	BAD BEAR ENTERPRISES LLC / LEGENDARY RYE	750	6	1	0	80	12/01/2019	863037000173	20863037000122	19.50	117.00	29.25	10/01/2022
74836	IOWA SPIRITS MANUFACTURERS	IOWA LEGENDARY RYE WHITE LABEL	116	BAD BEAR ENTERPRISES LLC / LEGENDARY RYE	750	6	1	0	80	12/01/2019	863037000104	10082184104368	12.50	75.00	18.75	10/01/2022
75026	AMERICAN CORDIALS & LIQUEUR	JEPPSONS MALORT	641	CH DISTILLERY / 773 LLC	750	12	1	0	70	09/01/2020	21037010190	10082184105587	10.84	130.08	16.26	10/01/2022
75087	IMPORTED DISTILLED SPIRIT SPECIALTY	JUAREZ GOLD DSS	434	LUXCO INC	1000	12	1	0	80	08/01/2000	88352119519	20863037000122	5.00	60.00	7.50	10/01/2022
75165	IMPORTED FLAVORED VODKA	KETEL ONE BOTANICAL CUCUMBER & MINT	260	DIAGEO AMERICAS	750	12	1	0	60	05/01/2018	867971000305	10085156875006	11.33	135.96	17.00	10/01/2022
75181	IMPORTED FLAVORED VODKA	KETEL ONE BOTANICAL GRAPEFRUIT & ROSE	260	DIAGEO AMERICAS	750	12	1	0	60	05/01/2018	85156775002	20863037000122	11.33	135.96	17.00	10/01/2022
75183	IMPORTED FLAVORED VODKA	KETEL ONE BOTANICAL PEACH & ORANGE BLOSSOM	260	DIAGEO AMERICAS	750	12	1	0	60	05/01/2018	85156675005	10082184105587	11.33	135.96	17.00	10/01/2022
75195	AMERICAN CORDIALS & LIQUEUR	KINKY ALOHA MINI	772	INTERCONTINENTAL PACKAGING COMPANY/PRESTIGE BEVERAGE GROUP	50	6	10	0	34	03/01/2018	84279002118	10082184104368	4.84	29.04	7.26	10/01/2022
75197	AMERICAN CORDIALS & LIQUEUR	KINKY ALOHA	772	INTERCONTINENTAL PACKAGING COMPANY/PRESTIGE BEVERAGE GROUP	750	6	1	0	34	03/01/2018	867971000305	10084279002108	10.00	60.00	15.00	10/01/2022
75198	AMERICAN CORDIALS & LIQUEUR	KINKY BLUE	772	INTERCONTINENTAL PACKAGING COMPANY/PRESTIGE BEVERAGE GROUP	750	6	1	0	34	04/01/2018	84279002101	10084279002108	10.00	60.00	15.00	10/01/2022
75208	AMERICAN CORDIALS & LIQUEUR	KINKY PINK MINI	772	INTERCONTINENTAL PACKAGING COMPANY/PRESTIGE BEVERAGE GROUP	50	6	10	0	34	11/01/2011	85156775002	30084279985979	4.84	29.04	7.26	10/01/2022
75209	AMERICAN CORDIALS & LIQUEUR	KINKY PINK	772	INTERCONTINENTAL PACKAGING COMPANY/PRESTIGE BEVERAGE GROUP	375	12	1	0	34	02/01/2013	85156775002	30084279989458	5.00	60.00	7.50	10/01/2022
75210	AMERICAN CORDIALS & LIQUEUR	KINKY PINK	772	INTERCONTINENTAL PACKAGING COMPANY/PRESTIGE BEVERAGE GROUP	750	6	1	0	34	04/01/2018	84279983431	10082184105587	10.00	60.00	15.00	10/01/2022
75212	AMERICAN CORDIALS & LIQUEUR	KINKY BLUE MINI	772	INTERCONTINENTAL PACKAGING COMPANY/PRESTIGE BEVERAGE GROUP	50	6	10	0	34	06/01/2013	84279991528	10082184104368	4.84	29.04	7.26	10/01/2022
75213	AMERICAN CORDIALS & LIQUEUR	KINKY BLUE	772	INTERCONTINENTAL PACKAGING COMPANY/PRESTIGE BEVERAGE GROUP	375	12	1	0	34	10/01/2013	84279992105	30084279989458	5.00	60.00	7.50	10/01/2022
75218	AMERICAN CORDIALS & LIQUEUR	KINKY GREEN MINI	772	INTERCONTINENTAL PACKAGING COMPANY/PRESTIGE BEVERAGE GROUP	50	6	10	0	34	07/01/2017	84279992105	10084279996681	4.84	29.04	7.26	10/01/2022
75221	AMERICAN CORDIALS & LIQUEUR	KINKY GREEN	772	INTERCONTINENTAL PACKAGING COMPANY/PRESTIGE BEVERAGE GROUP	750	6	1	0	34	07/01/2017	812459012004	10084279996711	10.00	60.00	15.00	10/01/2022
75224	AMERICAN CORDIALS & LIQUEUR	KINKY RED MINI	772	INTERCONTINENTAL PACKAGING COMPANY/PRESTIGE BEVERAGE GROUP	50	6	10	0	34	06/01/2016	84279998343	10084279996711	4.84	29.04	7.26	10/01/2022
75230	AMERICAN CORDIALS & LIQUEUR	KINKY RED	772	INTERCONTINENTAL PACKAGING COMPANY/PRESTIGE BEVERAGE GROUP	750	6	1	0	34	04/01/2018	84279998350	10082184105587	10.00	60.00	15.00	10/01/2022
74936	SPICED RUM	HOLY HELL	353	JOHN ERNEST DISTILLERY, INC.	750	12	1	0	67	07/01/2017	867971000305	10082184104399	8.00	96.00	12.00	10/01/2022
75242	AMERICAN CORDIALS & LIQUEUR	KINKY RUBY MINI	772	INTERCONTINENTAL PACKAGING COMPANY/PRESTIGE BEVERAGE GROUP	50	6	10	0	34	05/01/2019	84279992105	30084279003062	4.84	29.04	7.26	10/01/2022
75243	AMERICAN CORDIALS & LIQUEUR	KINKY RUBY	772	INTERCONTINENTAL PACKAGING COMPANY/PRESTIGE BEVERAGE GROUP	750	6	1	0	34	05/01/2019	84279003054	10084279996711	10.00	60.00	15.00	10/01/2022
75255	AMERICAN CORDIALS & LIQUEURS	KINKY BLUE	772	INTERCONTINENTAL PACKAGING COMPANY/PRESTIGE BEVERAGE GROUP	100	48	1	0	34	10/01/2022	84279007434	20096749001068	0.95	45.60	1.43	10/01/2022
75263	AMERICAN CORDIALS & LIQUEUR	KINKY FRUIT PUNCH MINI	772	INTERCONTINENTAL PACKAGING COMPANY/PRESTIGE BEVERAGE GROUP	50	6	10	0	34	03/01/2021	84279005560	10082184105587	4.90	29.40	7.35	10/01/2022
75264	AMERICAN CORDIALS & LIQUEUR	KINKY FRUIT PUNCH	772	INTERCONTINENTAL PACKAGING COMPANY/PRESTIGE BEVERAGE GROUP	750	6	1	0	34	03/01/2021	84279005553	10721059817506	10.00	60.00	15.00	10/01/2022
75267	BLENDED WHISKIES	KURVBALL WHISKEY MINI	305	MHW LTD	50	6	10	0	68	08/01/2022	851884005380	10721059817506	9.84	59.04	14.76	10/01/2022
75268	WHISKEY LIQUEUR	KURVBALL WHISKEY	305	MHW LTD	750	6	1	0	68	08/01/2022	851884005366	10082184105587	14.00	84.00	21.00	10/01/2022
75231	TEMPORARY & SPECIALTY PACKAGES	KINKY PINK	772	INTERCONTINENTAL PACKAGING COMPANY/PRESTIGE BEVERAGE GROUP	100	48	1	0	34	10/01/2022	84279007427	20096749001068	0.95	45.60	1.43	10/01/2022
75372	IOWA SPIRITS MANUFACTURERS	LEMONCELLO 50010	662	IA-NATIVE SPIRITS	750	6	1	0	60	11/01/2020	860001843606	10721059817506	13.49	80.94	20.24	10/01/2022
75899	SPICED RUM	PORT HAWK SPICED RUM	421	SAZERAC COMPANY  INC	1750	6	1	0	70	09/01/2020	84279003054	10088004016620	7.00	42.00	10.50	10/01/2022
76023	AMERICAN DISTILLED SPIRIT SPECIALTY	MIDNIGHT MOON PEACH MINI	384	PIEDMONT DISTILLERS INC	50	4	12	0	70	04/01/2022	850015676185	10721059817506	17.16	68.64	25.74	10/01/2022
75436	TEMPORARY & SPECIALTY PACKAGES	OLD ST NICKS EGG NOG	421	SAZERAC COMPANY  INC	750	12	1	0	25	09/01/2022	84279003054	10088004016620	3.64	43.68	5.46	10/01/2022
76025	TEMPORARY & SPECIALTY PACKAGES	MIDNIGHT MOON WATERMELON	384	PIEDMONT DISTILLERS INC	1750	6	1	0	70	04/01/2022	850015676321	10721059817506	15.67	94.02	23.51	10/01/2022
76032	NEUTRAL GRAIN SPIRITS	MIDNIGHT MOON ORIGINAL	384	PIEDMONT DISTILLERS INC	750	6	1	0	80	07/01/2012	84279991528	10851767001024	11.50	69.00	17.25	10/01/2022
